Symbol,Identifier,Company,ISIN,Sector
BANDHANBNK,BANDHANBNKEQN,Bandhan Bank Limited,INE545U01014,NIFTY500 MULTICAP 50:25:25
PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025,NIFTY500 MULTICAP 50:25:25
IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07652,NIFTY500 MULTICAP 50:25:25
ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027,NIFTY500 MULTICAP 50:25:25
ABBOTINDIA,ABBOTINDIAEQN,Abbott India Limited,INE358A01014,NIFTY500 MULTICAP 50:25:25
IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NIFTY500 MULTICAP 50:25:25
SBICARD,SBICARDEQN,SBI Cards and Payment Services Limited,INE018E01016,NIFTY500 MULTICAP 50:25:25
LTTS,LTTSEQN,L&T Technology Services Limited,INE010V01017,NIFTY500 MULTICAP 50:25:25
STLTECH,STLTECHEQN,Sterlite Technologies Limited,INE089C01029,NIFTY500 MULTICAP 50:25:25
APTUS,APTUSEQN,Aptus Value Housing Finance India Limited,INE852O01025,NIFTY500 MULTICAP 50:25:25
BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY500 MULTICAP 50:25:25
PVRINOX,PVRINOXEQN,PVR INOX Limited,INE191H01014,NIFTY500 MULTICAP 50:25:25
CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY500 MULTICAP 50:25:25
KEI,KEIEQN,KEI Industries Limited,INE878B01027,NIFTY500 MULTICAP 50:25:25
DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY500 MULTICAP 50:25:25
IRB,IRBEQN,IRB Infrastructure Developers Limited,INE821I01022,NIFTY500 MULTICAP 50:25:25
BAYERCROP,BAYERCROPEQN,Bayer Cropscience Limited,INE462A01022,NIFTY500 MULTICAP 50:25:25
MAPMYINDIA,MAPMYINDIAEQN,C.E. Info Systems Limited,INE0BV301023,NIFTY500 MULTICAP 50:25:25
KARURVYSYA,KARURVYSYAEQN,Karur Vysya Bank Limited,IN9036D01034,NIFTY500 MULTICAP 50:25:25
NETWORK18,NETWORK18EQN,Network18 Media & Investments Limited,INE870H13018,NIFTY500 MULTICAP 50:25:25
TANLA,TANLAEQN,Tanla Platforms Limited,INE483C01032,NIFTY500 MULTICAP 50:25:25
MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031,NIFTY500 MULTICAP 50:25:25
METROPOLIS,METROPOLISEQN,Metropolis Healthcare Limited,INE112L01020,NIFTY500 MULTICAP 50:25:25
POLICYBZR,POLICYBZREQN,PB Fintech Limited,INE417T01026,NIFTY500 MULTICAP 50:25:25
POONAWALLA,POONAWALLAEQN,Poonawalla Fincorp Limited,INE511C07672,NIFTY500 MULTICAP 50:25:25
UNIONBANK,UNIONBANKEQN,Union Bank of India,INE692A01016,NIFTY500 MULTICAP 50:25:25
CRISIL,CRISILEQN,CRISIL Limited,INE007A01025,NIFTY500 MULTICAP 50:25:25
TRIVENI,TRIVENIEQN,Triveni Engineering & Industries Limited,INE256C01024,NIFTY500 MULTICAP 50:25:25
UPL,UPLEQN,UPL Limited,INE628A03024,NIFTY500 MULTICAP 50:25:25
TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028,NIFTY500 MULTICAP 50:25:25
ZENSARTECH,ZENSARTECHEQN,Zensar Technologies Limited,INE520A01027,NIFTY500 MULTICAP 50:25:25
RENUKA,RENUKAEQN,Shree Renuka Sugars Limited,INE087H01022,NIFTY500 MULTICAP 50:25:25
PIIND,PIINDEQN,PI Industries Limited,INE603J01030,NIFTY500 MULTICAP 50:25:25
SYNGENE,SYNGENEEQN,Syngene International Limited,INE398R01022,NIFTY500 MULTICAP 50:25:25
PATANJALI,PATANJALIEQN,Patanjali Foods Limited,INE619A01035,NIFTY500 MULTICAP 50:25:25
MFSL,MFSLEQN,Max Financial Services Limited,INE180A01020,NIFTY500 MULTICAP 50:25:25
COCHINSHIP,COCHINSHIPEQN,Cochin Shipyard Limited,INE704P01025,NIFTY500 MULTICAP 50:25:25
MAHABANK,MAHABANKEQN,Bank of Maharashtra,INE457A01014,NIFTY500 MULTICAP 50:25:25
ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019,NIFTY500 MULTICAP 50:25:25
VAIBHAVGBL,VAIBHAVGBLEQN,Vaibhav Global Limited,INE884A01027,NIFTY500 MULTICAP 50:25:25
AVANTIFEED,AVANTIFEEDEQN,Avanti Feeds Limited,INE871C01038,NIFTY500 MULTICAP 50:25:25
SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY500 MULTICAP 50:25:25
ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,IN9285A01033,NIFTY500 MULTICAP 50:25:25
POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017,NIFTY500 MULTICAP 50:25:25
JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036,NIFTY500 MULTICAP 50:25:25
NUVAMA,NUVAMAEQN,Nuvama Wealth Management Limited,INE531F01015,NIFTY500 MULTICAP 50:25:25
COFORGE,COFORGEEQN,Coforge Limited,INE591G01017,NIFTY500 MULTICAP 50:25:25
TRITURBINE,TRITURBINEEQN,Triveni Turbine Limited,INE152M01016,NIFTY500 MULTICAP 50:25:25
IOB,IOBEQN,Indian Overseas Bank,INE565A01014,NIFTY500 MULTICAP 50:25:25
EIHOTEL,EIHOTELEQN,EIH Limited,INE230A01023,NIFTY500 MULTICAP 50:25:25
3MINDIA,3MINDIAEQN,3M India Limited,INE470A01017,NIFTY500 MULTICAP 50:25:25
PGHH,PGHHEQN,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,NIFTY500 MULTICAP 50:25:25
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY500 MULTICAP 50:25:25
GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028,NIFTY500 MULTICAP 50:25:25
HSCL,HSCLEQN,Himadri Speciality Chemical Limited,INE019C01026,NIFTY500 MULTICAP 50:25:25
TATATECH,TATATECHEQN,Tata Technologies Limited,INE142M01025,NIFTY500 MULTICAP 50:25:25
DCMSHRIRAM,DCMSHRIRAMEQN,DCM Shriram Limited,INE499A01024,NIFTY500 MULTICAP 50:25:25
CENTURYPLY,CENTURYPLYEQN,Century Plyboards (India) Limited,INE348B01021,NIFTY500 MULTICAP 50:25:25
ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032,NIFTY500 MULTICAP 50:25:25
WELCORP,WELCORPEQN,Welspun Corp Limited,INE191B01025,NIFTY500 MULTICAP 50:25:25
RAMCOCEM,RAMCOCEMEQN,The Ramco Cements Limited,INE331A01037,NIFTY500 MULTICAP 50:25:25
GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,NIFTY500 MULTICAP 50:25:25
CESC,CESCEQN,CESC Limited,INE486A01021,NIFTY500 MULTICAP 50:25:25
HONAUT,HONAUTEQN,Honeywell Automation India Limited,INE671A01010,NIFTY500 MULTICAP 50:25:25
SCHNEIDER,SCHNEIDEREQN,Schneider Electric Infrastructure Limited,INE839M01018,NIFTY500 MULTICAP 50:25:25
DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY500 MULTICAP 50:25:25
NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026,NIFTY500 MULTICAP 50:25:25
BLUEDART,BLUEDARTEQN,Blue Dart Express Limited,INE233B08103,NIFTY500 MULTICAP 50:25:25
TRIDENT,TRIDENTEQN,Trident Limited,INE064C01022,NIFTY500 MULTICAP 50:25:25
CLEAN,CLEANEQN,Clean Science and Technology Limited,INE227W01023,NIFTY500 MULTICAP 50:25:25
INTELLECT,INTELLECTEQN,Intellect Design Arena Limited,INE306R01017,NIFTY500 MULTICAP 50:25:25
UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024,NIFTY500 MULTICAP 50:25:25
MANYAVAR,MANYAVAREQN,Vedant Fashions Limited,INE825V01034,NIFTY500 MULTICAP 50:25:25
REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026,NIFTY500 MULTICAP 50:25:25
UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018,NIFTY500 MULTICAP 50:25:25
AIAENG,AIAENGEQN,AIA Engineering Limited,INE212H01026,NIFTY500 MULTICAP 50:25:25
DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029,NIFTY500 MULTICAP 50:25:25
UNOMINDA,UNOMINDAEQN,UNO Minda Limited,INE405E01023,NIFTY500 MULTICAP 50:25:25
MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY500 MULTICAP 50:25:25
UBL,UBLEQN,United Breweries Limited,INE686F01025,NIFTY500 MULTICAP 50:25:25
SPARC,SPARCEQN,Sun Pharma Advanced Research Company Limited,IN9232I01012,NIFTY500 MULTICAP 50:25:25
SAFARI,SAFARIEQN,Safari Industries (India) Limited,INE429E01023,NIFTY500 MULTICAP 50:25:25
SUNTV,SUNTVEQN,Sun TV Network Limited,INE424H01027,NIFTY500 MULTICAP 50:25:25
MHRIL,MHRILEQN,Mahindra Holidays & Resorts India Limited,INE998I01010,NIFTY500 MULTICAP 50:25:25
PERSISTENT,PERSISTENTEQN,Persistent Systems Limited,INE262H01021,NIFTY500 MULTICAP 50:25:25
GMDCLTD,GMDCLTDEQN,Gujarat Mineral Development Corporation Limited,INE131A01031,NIFTY500 MULTICAP 50:25:25
INDIGOPNTS,INDIGOPNTSEQN,Indigo Paints Limited,INE09VQ01012,NIFTY500 MULTICAP 50:25:25
RAJESHEXPO,RAJESHEXPOEQN,Rajesh Exports Limited,INE343B01030,NIFTY500 MULTICAP 50:25:25
GODREJIND,GODREJINDEQN,Godrej Industries Limited,INE233A01035,NIFTY500 MULTICAP 50:25:25
SRF,SRFEQN,SRF Limited,INE647A01010,NIFTY500 MULTICAP 50:25:25
FINEORG,FINEORGEQN,Fine Organic Industries Limited,INE686Y01026,NIFTY500 MULTICAP 50:25:25
APLAPOLLO,APLAPOLLOEQN,APL Apollo Tubes Limited,INE702C01027,NIFTY500 MULTICAP 50:25:25
SBFC,SBFCEQN,SBFC Finance Limited,INE423Y01016,NIFTY500 MULTICAP 50:25:25
SJVN,SJVNEQN,SJVN Limited,INE002L01015,NIFTY500 MULTICAP 50:25:25
SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018,NIFTY500 MULTICAP 50:25:25
RITES,RITESEQN,RITES Limited,INE320J01015,NIFTY500 MULTICAP 50:25:25
PAYTM,PAYTMEQN,One 97 Communications Limited,INE982J01020,NIFTY500 MULTICAP 50:25:25
GODFRYPHLP,GODFRYPHLPEQN,Godfrey Phillips India Limited,INE260B01028,NIFTY500 MULTICAP 50:25:25
HEG,HEGEQN,HEG Limited,INE545A01016,NIFTY500 MULTICAP 50:25:25
ANURAS,ANURASEQN,Anupam Rasayan India Limited,INE930P01018,NIFTY500 MULTICAP 50:25:25
UJJIVANSFB,UJJIVANSFBEQN,Ujjivan Small Finance Bank Limited,INE551W01018,NIFTY500 MULTICAP 50:25:25
LEMONTREE,LEMONTREEEQN,Lemon Tree Hotels Limited,INE970X01018,NIFTY500 MULTICAP 50:25:25
FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029,NIFTY500 MULTICAP 50:25:25
BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY500 MULTICAP 50:25:25
INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012,NIFTY500 MULTICAP 50:25:25
KRBL,KRBLEQN,KRBL Limited,INE001B01026,NIFTY500 MULTICAP 50:25:25
ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY500 MULTICAP 50:25:25
GLAND,GLANDEQN,Gland Pharma Limited,INE068V01023,NIFTY500 MULTICAP 50:25:25
BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019,NIFTY500 MULTICAP 50:25:25
SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028,NIFTY500 MULTICAP 50:25:25
ECLERX,ECLERXEQN,eClerx Services Limited,INE738I01010,NIFTY500 MULTICAP 50:25:25
GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032,NIFTY500 MULTICAP 50:25:25
ATGL,ATGLEQN,Adani Total Gas Limited,INE399L01023,NIFTY500 MULTICAP 50:25:25
WHIRLPOOL,WHIRLPOOLEQN,Whirlpool of India Limited,INE716A01013,NIFTY500 MULTICAP 50:25:25
BBTC,BBTCEQN,Bombay Burmah Trading Corporation Limited,INE050A01025,NIFTY500 MULTICAP 50:25:25
PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY500 MULTICAP 50:25:25
SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021,NIFTY500 MULTICAP 50:25:25
CAPLIPOINT,CAPLIPOINTEQN,Caplin Point Laboratories Limited,INE475E01026,NIFTY500 MULTICAP 50:25:25
AJANTPHARM,AJANTPHARMEQN,Ajanta Pharma Limited,INE031B01049,NIFTY500 MULTICAP 50:25:25
LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028,NIFTY500 MULTICAP 50:25:25
SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023,NIFTY500 MULTICAP 50:25:25
VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020,NIFTY500 MULTICAP 50:25:25
GPIL,GPILEQN,Godawari Power And Ispat limited,INE177H01021,NIFTY500 MULTICAP 50:25:25
AUBANK,AUBANKEQN,AU Small Finance Bank Limited,INE949L01017,NIFTY500 MULTICAP 50:25:25
BORORENEW,BORORENEWEQN,BOROSIL RENEWABLES LIMITED,INE666D01022,NIFTY500 MULTICAP 50:25:25
MTARTECH,MTARTECHEQN,Mtar Technologies Limited,INE864I01014,NIFTY500 MULTICAP 50:25:25
PCBL,PCBLEQN,PCBL LIMITED,INE602A01031,NIFTY500 MULTICAP 50:25:25
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY500 MULTICAP 50:25:25
FSL,FSLEQN,Firstsource Solutions Limited,INE684F01012,NIFTY500 MULTICAP 50:25:25
MAZDOCK,MAZDOCKEQN,Mazagon Dock Shipbuilders Limited,INE249Z01012,NIFTY500 MULTICAP 50:25:25
CHENNPETRO,CHENNPETROEQN,Chennai Petroleum Corporation Limited,INE178A01016,NIFTY500 MULTICAP 50:25:25
MAHSEAMLES,MAHSEAMLESEQN,Maharashtra Seamless Limited,INE271B01025,NIFTY500 MULTICAP 50:25:25
BDL,BDLEQN,Bharat Dynamics Limited,INE171Z01026,NIFTY500 MULTICAP 50:25:25
HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025,NIFTY500 MULTICAP 50:25:25
KSB,KSBEQN,Ksb Limited,INE999A01023,NIFTY500 MULTICAP 50:25:25
KANSAINER,KANSAINEREQN,Kansai Nerolac Paints Limited,INE531A01024,NIFTY500 MULTICAP 50:25:25
SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010,NIFTY500 MULTICAP 50:25:25
VIPIND,VIPINDEQN,VIP Industries Limited,INE054A01027,NIFTY500 MULTICAP 50:25:25
RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028,NIFTY500 MULTICAP 50:25:25
TATAINVEST,TATAINVESTEQN,Tata Investment Corporation Limited,INE672A13013,NIFTY500 MULTICAP 50:25:25
PNBHOUSING,PNBHOUSINGEQN,PNB Housing Finance Limited,INE572E01012,NIFTY500 MULTICAP 50:25:25
SWANENERGY,SWANENERGYEQN,Swan Energy Limited,INE665A01038,NIFTY500 MULTICAP 50:25:25
FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021,NIFTY500 MULTICAP 50:25:25
GILLETTE,GILLETTEEQN,Gillette India Limited,INE322A01010,NIFTY500 MULTICAP 50:25:25
CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018,NIFTY500 MULTICAP 50:25:25
ACE,ACEEQN,Action Construction Equipment Limited,INE731H01025,NIFTY500 MULTICAP 50:25:25
GRINDWELL,GRINDWELLEQN,Grindwell Norton Limited,INE536A01023,NIFTY500 MULTICAP 50:25:25
TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY500 MULTICAP 50:25:25
JWL,JWLEQN,Jupiter Wagons Limited,INE209L01016,NIFTY500 MULTICAP 50:25:25
NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026,NIFTY500 MULTICAP 50:25:25
MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028,NIFTY500 MULTICAP 50:25:25
BSE,BSEEQN,BSE Limited,INE118H01025,NIFTY500 MULTICAP 50:25:25
SUZLON,SUZLONEQN,Suzlon Energy Limited,INE040H01021,NIFTY500 MULTICAP 50:25:25
CHEMPLASTS,CHEMPLASTSEQN,Chemplast Sanmar Limited,INE488A01050,NIFTY500 MULTICAP 50:25:25
COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010,NIFTY500 MULTICAP 50:25:25
ALOKINDS,ALOKINDSEQN,Alok Industries Limited,INE270A01029,NIFTY500 MULTICAP 50:25:25
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY500 MULTICAP 50:25:25
KPRMILL,KPRMILLEQN,K.P.R. Mill Limited,INE930H01031,NIFTY500 MULTICAP 50:25:25
ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010,NIFTY500 MULTICAP 50:25:25
BANKINDIA,BANKINDIAEQN,Bank of India,INE084A01016,NIFTY500 MULTICAP 50:25:25
MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035,NIFTY500 MULTICAP 50:25:25
AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020,NIFTY500 MULTICAP 50:25:25
CENTRALBK,CENTRALBKEQN,Central Bank of India,INE483A01010,NIFTY500 MULTICAP 50:25:25
SUNDRMFAST,SUNDRMFASTEQN,Sundram Fasteners Limited,INE387A01021,NIFTY500 MULTICAP 50:25:25
NAM-INDIA,NAM-INDIAEQN,Nippon Life India Asset Management Limited,INE298J01013,NIFTY500 MULTICAP 50:25:25
GRSE,GRSEEQN,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,NIFTY500 MULTICAP 50:25:25
GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023,NIFTY500 MULTICAP 50:25:25
ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017,NIFTY500 MULTICAP 50:25:25
IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027,NIFTY500 MULTICAP 50:25:25
METROBRAND,METROBRANDEQN,Metro Brands Limited,INE317I01021,NIFTY500 MULTICAP 50:25:25
ANANDRATHI,ANANDRATHIEQN,Anand Rathi Wealth Limited,INE463V01026,NIFTY500 MULTICAP 50:25:25
POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021,NIFTY500 MULTICAP 50:25:25
USHAMART,USHAMARTEQN,Usha Martin Limited,INE228A01035,NIFTY500 MULTICAP 50:25:25
LODHA,LODHAEQN,Macrotech Developers Limited,INE670K01029,NIFTY500 MULTICAP 50:25:25
RBA,RBAEQN,Restaurant Brands Asia Limited,INE07T201019,NIFTY500 MULTICAP 50:25:25
OIL,OILEQN,Oil India Limited,INE274J01014,NIFTY500 MULTICAP 50:25:25
CARBORUNIV,CARBORUNIVEQN,Carborundum Universal Limited,INE120A01034,NIFTY500 MULTICAP 50:25:25
ALKYLAMINE,ALKYLAMINEEQN,Alkyl Amines Chemicals Limited,INE150B01039,NIFTY500 MULTICAP 50:25:25
TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY500 MULTICAP 50:25:25
GLAXO,GLAXOEQN,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,NIFTY500 MULTICAP 50:25:25
ZEEL,ZEELEQN,Zee Entertainment Enterprises Limited,INE256A04022,NIFTY500 MULTICAP 50:25:25
DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025,NIFTY500 MULTICAP 50:25:25
NLCINDIA,NLCINDIAEQN,NLC India Limited,INE589A01014,NIFTY500 MULTICAP 50:25:25
MAHLIFE,MAHLIFEEQN,Mahindra Lifespace Developers Limited,INE813A01018,NIFTY500 MULTICAP 50:25:25
NUVOCO,NUVOCOEQN,Nuvoco Vistas Corporation Limited,INE118D01016,NIFTY500 MULTICAP 50:25:25
ITI,ITIEQN,ITI Limited,INE248A01017,NIFTY500 MULTICAP 50:25:25
EPL,EPLEQN,EPL Limited,INE255A01020,NIFTY500 MULTICAP 50:25:25
SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018,NIFTY500 MULTICAP 50:25:25
ACI,ACIEQN,Archean Chemical Industries Limited,INE128X01021,NIFTY500 MULTICAP 50:25:25
TMB,TMBEQN,Tamilnad Mercantile Bank Limited,INE668A01016,NIFTY500 MULTICAP 50:25:25
GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030,NIFTY500 MULTICAP 50:25:25
ASTRAZEN,ASTRAZENEQN,AstraZeneca Pharma India Limited,INE203A01020,NIFTY500 MULTICAP 50:25:25
RVNL,RVNLEQN,Rail Vikas Nigam Limited,INE415G01027,NIFTY500 MULTICAP 50:25:25
SAREGAMA,SAREGAMAEQN,Saregama India Limited,INE979A01025,NIFTY500 MULTICAP 50:25:25
SOLARINDS,SOLARINDSEQN,Solar Industries India Limited,INE343H01029,NIFTY500 MULTICAP 50:25:25
EMAMILTD,EMAMILTDEQN,Emami Limited,INE548C01032,NIFTY500 MULTICAP 50:25:25
MSUMI,MSUMIEQN,Motherson Sumi Wiring India Limited,INE0FS801015,NIFTY500 MULTICAP 50:25:25
CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017,NIFTY500 MULTICAP 50:25:25
DATAPATTNS,DATAPATTNSEQN,Data Patterns (India) Limited,INE0IX101010,NIFTY500 MULTICAP 50:25:25
FINPIPE,FINPIPEEQN,Finolex Industries Limited,INE183A01024,NIFTY500 MULTICAP 50:25:25
GSFC,GSFCEQN,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,NIFTY500 MULTICAP 50:25:25
GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010,NIFTY500 MULTICAP 50:25:25
PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011,NIFTY500 MULTICAP 50:25:25
RCF,RCFEQN,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,NIFTY500 MULTICAP 50:25:25
EIDPARRY,EIDPARRYEQN,EID Parry India Limited,INE126A01031,NIFTY500 MULTICAP 50:25:25
STARHEALTH,STARHEALTHEQN,Star Health and Allied Insurance Company Limited,INE575P01011,NIFTY500 MULTICAP 50:25:25
APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022,NIFTY500 MULTICAP 50:25:25
DEVYANI,DEVYANIEQN,Devyani International Limited,INE872J01023,NIFTY500 MULTICAP 50:25:25
RAINBOW,RAINBOWEQN,Rainbow Childrens Medicare Limited,INE961O01016,NIFTY500 MULTICAP 50:25:25
VGUARD,VGUARDEQN,V-Guard Industries Limited,INE951I01027,NIFTY500 MULTICAP 50:25:25
DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011,NIFTY500 MULTICAP 50:25:25
UTIAMC,UTIAMCEQN,UTI Asset Management Company Limited,INE094J01016,NIFTY500 MULTICAP 50:25:25
LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011,NIFTY500 MULTICAP 50:25:25
GPPL,GPPLEQN,Gujarat Pipavav Port Limited,INE517F01014,NIFTY500 MULTICAP 50:25:25
BALAMINES,BALAMINESEQN,Balaji Amines Limited,INE050E01027,NIFTY500 MULTICAP 50:25:25
AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025,NIFTY500 MULTICAP 50:25:25
JSWINFRA,JSWINFRAEQN,JSW Infrastructure Limited,INE880J01026,NIFTY500 MULTICAP 50:25:25
MOTILALOFS,MOTILALOFSEQN,Motilal Oswal Financial Services Limited,INE338I01027,NIFTY500 MULTICAP 50:25:25
ALLCARGO,ALLCARGOEQN,Allcargo Logistics Limited,INE418H01029,NIFTY500 MULTICAP 50:25:25
TVSSCS,TVSSCSEQN,TVS Supply Chain Solutions Limited,INE395N01027,NIFTY500 MULTICAP 50:25:25
BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012,NIFTY500 MULTICAP 50:25:25
YESBANK,YESBANKEQN,Yes Bank Limited,INE528G01035,NIFTY500 MULTICAP 50:25:25
CSBBANK,CSBBANKEQN,CSB Bank Limited,INE679A01013,NIFTY500 MULTICAP 50:25:25
EASEMYTRIP,EASEMYTRIPEQN,Easy Trip Planners Limited,INE07O001026,NIFTY500 MULTICAP 50:25:25
ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020,NIFTY500 MULTICAP 50:25:25
RHIM,RHIMEQN,RHI MAGNESITA INDIA LIMITED,INE743M01012,NIFTY500 MULTICAP 50:25:25
JYOTHYLAB,JYOTHYLABEQN,Jyothy Labs Limited,INE668F01031,NIFTY500 MULTICAP 50:25:25
PHOENIXLTD,PHOENIXLTDEQN,The Phoenix Mills Limited,INE211B01039,NIFTY500 MULTICAP 50:25:25
ERIS,ERISEQN,Eris Lifesciences Limited,INE406M01024,NIFTY500 MULTICAP 50:25:25
CCL,CCLEQN,CCL Products (India) Limited,INE421D01022,NIFTY500 MULTICAP 50:25:25
SAPPHIRE,SAPPHIREEQN,Sapphire Foods India Limited,INE806T01020,NIFTY500 MULTICAP 50:25:25
JUBLINGREA,JUBLINGREAEQN,Jubilant Ingrevia Limited,INE0BY001018,NIFTY500 MULTICAP 50:25:25
JAIBALAJI,JAIBALAJIBEN,Jai Balaji Industries Limited,INE091G01018,NIFTY500 MULTICAP 50:25:25
MEDPLUS,MEDPLUSEQN,Medplus Health Services Limited,INE804L01022,NIFTY500 MULTICAP 50:25:25
NYKAA,NYKAAEQN,FSN E-Commerce Ventures Limited,INE388Y01029,NIFTY500 MULTICAP 50:25:25
SOBHA,SOBHAEQN,Sobha Limited,INE671H01015,NIFTY500 MULTICAP 50:25:25
BIOCON,BIOCONEQN,Biocon Limited,INE376G01013,NIFTY500 MULTICAP 50:25:25
APLLTD,APLLTDEQN,Alembic Pharmaceuticals Limited,INE901L01018,NIFTY500 MULTICAP 50:25:25
DEEPAKFERT,DEEPAKFERTEQN,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,NIFTY500 MULTICAP 50:25:25
RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014,NIFTY500 MULTICAP 50:25:25
RRKABEL,RRKABELEQN,R R Kabel Limited,INE777K01022,NIFTY500 MULTICAP 50:25:25
HONASA,HONASAEQN,Honasa Consumer Limited,INE0J5401028,NIFTY500 MULTICAP 50:25:25
PRSMJOHNSN,PRSMJOHNSNEQN,Prism Johnson Limited,INE010A01011,NIFTY500 MULTICAP 50:25:25
GRANULES,GRANULESEQN,Granules India Limited,INE101D01020,NIFTY500 MULTICAP 50:25:25
SUNDARMFIN,SUNDARMFINEQN,Sundaram Finance Limited,INE660A01013,NIFTY LARGEMIDCAP 250
