,Symbol,Identifier,Company,ISIN,Sector
3185,HINDWAREAP,HINDWAREAPEQN,Hindware Home Innovation Limited,INE05AN01011,NIFTY MICROCAP 250
3186,NEULANDLAB,NEULANDLABEQN,Neuland Laboratories Limited,INE794A01010,NIFTY MICROCAP 250
3187,GREENPANEL,GREENPANELEQN,Greenpanel Industries Limited,INE08ZM01014,NIFTY MICROCAP 250
3188,RAMKY,RAMKYEQN,Ramky Infrastructure Limited,INE874I01013,NIFTY MICROCAP 250
3189,FCL,FCLEQN,Fineotex Chemical Limited,INE045J01026,NIFTY MICROCAP 250
3190,NRBBEARING,NRBBEARINGEQN,NRB Bearing Limited,INE349A01021,NIFTY MICROCAP 250
3191,LANDMARK,LANDMARKEQN,Landmark Cars Limited,INE559R01029,NIFTY MICROCAP 250
3192,ITDCEM,ITDCEMEQN,ITD Cementation India Limited,INE686A01026,NIFTY MICROCAP 250
3193,RTNPOWER,RTNPOWEREQN,RattanIndia Power Limited,INE399K01017,NIFTY MICROCAP 250
3194,SHILPAMED,SHILPAMEDEQN,Shilpa Medicare Limited,INE790G01031,NIFTY MICROCAP 250
3195,WSTCSTPAPR,WSTCSTPAPREQN,West Coast Paper Mills Limited,INE976A01021,NIFTY MICROCAP 250
3196,JAICORPLTD,JAICORPLTDEQN,Jai Corp Limited,INE070D01027,NIFTY MICROCAP 250
3197,JLHL,JLHLEQN,Jupiter Life Line Hospitals Limited,INE682M01012,NIFTY MICROCAP 250
3198,NIITMTS,NIITMTSEQN,NIIT Learning Systems Limited,INE342G01023,NIFTY MICROCAP 250
3199,HATHWAY,HATHWAYEQN,Hathway Cable & Datacom Limited,INE982F01036,NIFTY MICROCAP 250
3200,ESAFSFB,ESAFSFBEQN,ESAF Small Finance Bank Limited,INE818W01011,NIFTY MICROCAP 250
3201,THOMASCOOK,THOMASCOOKEQN,Thomas Cook  (India)  Limited,INE332A04021,NIFTY MICROCAP 250
3202,PATELENG,PATELENGEQN,Patel Engineering Limited,INE244B01030,NIFTY MICROCAP 250
3203,GRINFRA,GRINFRAEQN,G R Infraprojects Limited,INE201P01022,NIFTY MICROCAP 250
3204,BALMLAWRIE,BALMLAWRIEEQN,Balmer Lawrie & Company Limited,INE164A01016,NIFTY MICROCAP 250
3205,IOLCP,IOLCPEQN,IOL Chemicals and Pharmaceuticals Limited,INE485C01011,NIFTY MICROCAP 250
3206,ICIL,ICILEQN,Indo Count Industries Limited,INE483B01026,NIFTY MICROCAP 250
3207,ACCELYA,ACCELYAEQN,Accelya Solutions India Limited,INE793A01012,NIFTY MICROCAP 250
3208,SURYAROSNI,SURYAROSNIEQN,Surya Roshni Limited,INE335A01020,NIFTY MICROCAP 250
3209,FUSION,FUSIONEQN,Fusion Micro Finance Limited,INE139R01012,NIFTY MICROCAP 250
3210,KOLTEPATIL,KOLTEPATILEQN,Kolte - Patil Developers Limited,INE094I01018,NIFTY MICROCAP 250
3211,SPLPETRO,SPLPETROEQN,Supreme Petrochem Limited,INE663A01033,NIFTY MICROCAP 250
3212,SARDAEN,SARDAENEQN,Sarda Energy & Minerals Limited,INE385C01021,NIFTY MICROCAP 250
3213,CIGNITITEC,CIGNITITECEQN,Cigniti Technologies Limited,INE675C01017,NIFTY MICROCAP 250
3214,RPOWER,RPOWEREQN,Reliance Power Limited,INE614G01033,NIFTY MICROCAP 250
3215,HEIDELBERG,HEIDELBERGEQN,HeidelbergCement India Limited,INE578A01017,NIFTY MICROCAP 250
3216,ELECTCAST,ELECTCASTEQN,Electrosteel Castings Limited,INE086A13016,NIFTY MICROCAP 250
3217,EVEREADY,EVEREADYEQN,Eveready Industries India Limited,INE128A01029,NIFTY MICROCAP 250
3218,INDOCO,INDOCOEQN,Indoco Remedies Limited,INE873D01024,NIFTY MICROCAP 250
3219,VRLLOG,VRLLOGEQN,VRL Logistics Limited,INE366I01010,NIFTY MICROCAP 250
3220,MARKSANS,MARKSANSEQN,Marksans Pharma Limited,INE750C01026,NIFTY MICROCAP 250
3221,MASFIN,MASFINEQN,MAS Financial Services Limited,INE348L01012,NIFTY MICROCAP 250
3222,WOCKPHARMA,WOCKPHARMABEN,Wockhardt Limited,INE049B01025,NIFTY MICROCAP 250
3223,FEDFINA,FEDFINAEQN,Fedbank Financial Services Limited,INE007N01010,NIFTY MICROCAP 250
3224,IKIO,IKIOEQN,IKIO Lighting Limited,INE0LOJ01019,NIFTY MICROCAP 250
3225,STARCEMENT,STARCEMENTEQN,Star Cement Limited,INE460H01021,NIFTY MICROCAP 250
3226,DHANUKA,DHANUKAEQN,Dhanuka Agritech Limited,INE435G01025,NIFTY MICROCAP 250
3227,PRICOLLTD,PRICOLLTDEQN,Pricol Limited,INE726V01018,NIFTY MICROCAP 250
3228,TARSONS,TARSONSEQN,Tarsons Products Limited,INE144Z01023,NIFTY MICROCAP 250
3229,ARVIND,ARVINDEQN,Arvind Limited,INE034A01011,NIFTY MICROCAP 250
3230,RATEGAIN,RATEGAINEQN,Rategain Travel Technologies Limited,INE0CLI01024,NIFTY MICROCAP 250
3231,SFL,SFLEQN,Sheela Foam Limited,INE916U01025,NIFTY MICROCAP 250
3232,POLYPLEX,POLYPLEXEQN,Polyplex Corporation Limited,INE633B01018,NIFTY MICROCAP 250
3233,ASTRAMICRO,ASTRAMICROEQN,Astra Microwave Products Limited,INE386C01029,NIFTY MICROCAP 250
3234,JKIL,JKILEQN,J.Kumar Infraprojects Limited,INE576I01022,NIFTY MICROCAP 250
3235,GODREJAGRO,GODREJAGROEQN,Godrej Agrovet Limited,INE850D01014,NIFTY MICROCAP 250
3236,DBREALTY,DBREALTYEQN,Valor Estate Limited,INE879I01012,NIFTY MICROCAP 250
3237,TEXRAIL,TEXRAILEQN,Texmaco Rail & Engineering Limited,INE621L01012,NIFTY MICROCAP 250
3238,INOXINDIA,INOXINDIAEQN,INOX India Limited,INE616N01034,NIFTY MICROCAP 250
3239,RELINFRA,RELINFRAEQN,Reliance Infrastructure Limited,INE036A01016,NIFTY MICROCAP 250
3240,DCAL,DCALEQN,Dishman Carbogen Amcis Limited,INE385W01011,NIFTY MICROCAP 250
3241,SANGHVIMOV,SANGHVIMOVEQN,Sanghvi Movers Limited,INE989A01024,NIFTY MICROCAP 250
3242,BOMDYEING,BOMDYEINGEQN,Bombay Dyeing & Mfg Company Limited,INE032A01023,NIFTY MICROCAP 250
3243,GUJALKALI,GUJALKALIEQN,Gujarat Alkalies and Chemicals Limited,INE186A01019,NIFTY MICROCAP 250
3244,BLUEJET,BLUEJETEQN,Blue Jet Healthcare Limited,INE0KBH01020,NIFTY MICROCAP 250
3245,SUNFLAG,SUNFLAGEQN,Sunflag Iron And Steel Company Limited,INE947A01014,NIFTY MICROCAP 250
3246,ZYDUSWELL,ZYDUSWELLEQN,Zydus Wellness Limited,INE768C01010,NIFTY MICROCAP 250
3247,LLOYDSENGG,LLOYDSENGGEQN,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,NIFTY MICROCAP 250
3248,FIEMIND,FIEMINDEQN,Fiem Industries Limited,INE737H01014,NIFTY MICROCAP 250
3249,GANESHHOUC,GANESHHOUCEQN,Ganesh Housing Corporation Limited,INE460C01014,NIFTY MICROCAP 250
3250,NAZARA,NAZARAEQN,Nazara Technologies Limited,INE418L01021,NIFTY MICROCAP 250
3251,SCI,SCIEQN,Shipping Corporation Of India Limited,INE109A01011,NIFTY MICROCAP 250
3252,GUFICBIO,GUFICBIOEQN,Gufic Biosciences Limited,INE742B01025,NIFTY MICROCAP 250
3253,REDTAPE,REDTAPEEQN,Redtape Limited,INE0LXT01019,NIFTY MICROCAP 250
3254,SANDUMA,SANDUMAEQN,Sandur Manganese & Iron Ores Limited,INE149K01016,NIFTY MICROCAP 250
3255,VENKEYS,VENKEYSEQN,Venky's (India) Limited,INE398A01010,NIFTY MICROCAP 250
3256,CHOICEIN,CHOICEINEQN,Choice International Limited,INE102B01014,NIFTY MICROCAP 250
3257,SHAREINDIA,SHAREINDIAEQN,Share India Securities Limited,INE932X13013,NIFTY MICROCAP 250
3258,LTFOODS,LTFOODSEQN,LT Foods Limited,INE818H01020,NIFTY MICROCAP 250
3259,NUCLEUS,NUCLEUSEQN,Nucleus Software Exports Limited,INE096B01018,NIFTY MICROCAP 250
3260,EPIGRAL,EPIGRALEQN,Epigral Limited,INE071N01016,NIFTY MICROCAP 250
3261,KSCL,KSCLEQN,Kaveri Seed Company Limited,INE455I01029,NIFTY MICROCAP 250
3262,HMAAGRO,HMAAGROEQN,HMA Agro Industries Limited,INE0ECP01024,NIFTY MICROCAP 250
3263,GOKEX,GOKEXEQN,Gokaldas Exports Limited,INE887G01027,NIFTY MICROCAP 250
3264,KTKBANK,KTKBANKEQN,The Karnataka Bank Limited,INE614B01018,NIFTY MICROCAP 250
3265,IFCI,IFCIEQN,IFCI Limited,INE039A07835,NIFTY MICROCAP 250
3266,DCBBANK,DCBBANKEQN,DCB Bank Limited,INE503A01015,NIFTY MICROCAP 250
3267,TDPOWERSYS,TDPOWERSYSEQN,TD Power Systems Limited,INE419M01027,NIFTY MICROCAP 250
3268,POWERMECH,POWERMECHEQN,Power Mech Projects Limited,INE211R01019,NIFTY MICROCAP 250
3269,PGEL,PGELEQN,PG Electroplast Limited,INE457L01029,NIFTY MICROCAP 250
3270,HGINFRA,HGINFRAEQN,H.G. Infra Engineering Limited,INE926X01010,NIFTY MICROCAP 250
3271,DODLA,DODLAEQN,Dodla Dairy Limited,INE021O01019,NIFTY MICROCAP 250
3272,INDIAGLYCO,INDIAGLYCOEQN,India Glycols Limited,INE560A01015,NIFTY MICROCAP 250
3273,TI,TIEQN,Tilaknagar Industries Limited,INE133E01013,NIFTY MICROCAP 250
3274,GLOBUSSPR,GLOBUSSPREQN,Globus Spirits Limited,INE615I01010,NIFTY MICROCAP 250
3275,ORISSAMINE,ORISSAMINEEQN,The Orissa Minerals Development Company Limited,INE725E01024,NIFTY MICROCAP 250
3276,HERITGFOOD,HERITGFOODEQN,Heritage Foods Limited,INE978A01027,NIFTY MICROCAP 250
3277,CONFIPET,CONFIPETEQN,Confidence Petroleum India Limited,INE552D01024,NIFTY MICROCAP 250
3278,BASF,BASFEQN,BASF India Limited,INE373A01013,NIFTY MICROCAP 250
3279,JTLIND,JTLINDEQN,JTL INDUSTRIES LIMITED,INE391J01024,NIFTY MICROCAP 250
3280,NIACL,NIACLEQN,The New India Assurance Company Limited,INE470Y01017,NIFTY 500
3281,PAYTM,PAYTMEQN,One 97 Communications Limited,INE982J01020,NIFTY 500
3282,GICRE,GICREEQN,General Insurance Corporation of India,INE481Y01014,NIFTY 500
3283,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9,NIFTY 500
3284,NETWORK18,NETWORK18EQN,Network18 Media & Investments Limited,INE870H13018,NIFTY 500
3285,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032,NIFTY 500
3286,SOLARINDS,SOLARINDSEQN,Solar Industries India Limited,INE343H01029,NIFTY 500
3287,BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020,NIFTY 500
3288,MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018,NIFTY 500
3289,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029,NIFTY 500
3290,PEL,PELEQN,Piramal Enterprises Limited,INE140A01024,NIFTY 500
3291,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026,NIFTY 500
3292,TV18BRDCST,TV18BRDCSTEQN,TV18 Broadcast Limited,INE886H01027,NIFTY 500
3293,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010,NIFTY 500
3294,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY 500
3295,IDEA,IDEAEQN,Vodafone Idea Limited,INE669E01016,NIFTY 500
3296,PIIND,PIINDEQN,PI Industries Limited,INE603J01030,NIFTY 500
3297,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021,NIFTY 500
3298,HSCL,HSCLEQN,Himadri Speciality Chemical Limited,INE019C01026,NIFTY 500
3299,INDUSTOWER,INDUSTOWEREQN,Indus Towers Limited,INE121J01017,NIFTY 500
3300,SJVN,SJVNEQN,SJVN Limited,INE002L01015,NIFTY 500
3301,FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021,NIFTY 500
3302,ZENSARTECH,ZENSARTECHEQN,Zensar Technologies Limited,INE520A01027,NIFTY 500
3303,SWSOLAR,SWSOLAREQN,Sterling and Wilson Renewable Energy Limited,INE00M201021,NIFTY 500
3304,BALAMINES,BALAMINESEQN,Balaji Amines Limited,INE050E01027,NIFTY 500
3305,DELHIVERY,DELHIVERYEQN,Delhivery Limited,INE148O01028,NIFTY 500
3306,MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784,NIFTY 500
3307,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY 500
3308,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024,NIFTY 500
3309,LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028,NIFTY 500
3310,JINDALSAW,JINDALSAWEQN,Jindal Saw Limited,INE324A01024,NIFTY 500
3311,LTF,LTFEQN,L&T Finance Limited,INE498L01015,NIFTY 500
3312,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026,NIFTY 500
3313,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016,NIFTY 500
3314,VEDL,VEDLEQN,Vedanta Limited,INE205A01025,NIFTY 500
3315,NSLNISP,NSLNISPEQN,NMDC Steel Limited,INE0NNS01018,NIFTY 500
3316,BLS,BLSEQN,BLS International Services Limited,INE153T01027,NIFTY 500
3317,CREDITACC,CREDITACCEQN,CREDITACCESS GRAMEEN LIMITED,INE741K01010,NIFTY 500
3318,JSWENERGY,JSWENERGYEQN,JSW Energy Limited,INE121E01018,NIFTY 500
3319,ELECON,ELECONEQN,Elecon Engineering Company Limited,INE205B01031,NIFTY 500
3320,JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030,NIFTY 500
3321,SCHNEIDER,SCHNEIDEREQN,Schneider Electric Infrastructure Limited,INE839M01018,NIFTY 500
3322,BANDHANBNK,BANDHANBNKEQN,Bandhan Bank Limited,INE545U01014,NIFTY 500
3323,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY 500
3324,RHIM,RHIMEQN,RHI MAGNESITA INDIA LIMITED,INE743M01012,NIFTY 500
3325,CHOLAFIN,CHOLAFINEQN,Cholamandalam Investment and Finance Company Limited,INE121A13011,NIFTY 500
3326,GMRINFRA,GMRINFRAEQN,GMR Airports Infrastructure Limited,INE776C01039,NIFTY 500
3327,NMDC,NMDCEQN,NMDC Limited,INE584A01023,NIFTY 500
3328,WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY 500
3329,KPIL,KPILEQN,Kalpataru Projects International Limited,INE220B01022,NIFTY 500
3330,HFCL,HFCLEQN,HFCL Limited,INE548A01028,NIFTY 500
3331,FSL,FSLEQN,Firstsource Solutions Limited,INE684F01012,NIFTY 500
3332,OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010,NIFTY 500
3333,CANFINHOME,CANFINHOMEEQN,Can Fin Homes Limited,INE477A01020,NIFTY 500
3334,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011,NIFTY 500
3335,SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021,NIFTY 500
3336,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY 500
3337,ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024,NIFTY 500
3338,METROPOLIS,METROPOLISEQN,Metropolis Healthcare Limited,INE112L01020,NIFTY 500
3339,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY 500
3340,ATUL,ATULEQN,Atul Limited,INE100A01010,NIFTY 500
3341,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020,NIFTY 500
3342,SCHAEFFLER,SCHAEFFLEREQN,Schaeffler India Limited,INE513A01022,NIFTY 500
3343,JMFINANCIL,JMFINANCILEQN,JM Financial Limited,INE780C01023,NIFTY 500
3344,SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY 500
3345,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY 500
3346,RAMCOCEM,RAMCOCEMEQN,The Ramco Cements Limited,INE331A01037,NIFTY 500
3347,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY 500
3348,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039,NIFTY 500
3349,ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019,NIFTY 500
3350,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY 500
3351,RCF,RCFEQN,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,NIFTY 500
3352,FLUOROCHEM,FLUOROCHEMEQN,Gujarat Fluorochemicals Limited,INE09N301011,NIFTY 500
3353,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422,NIFTY 500
3354,AUBANK,AUBANKEQN,AU Small Finance Bank Limited,INE949L01017,NIFTY 500
3355,INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY 500
3356,LICHSGFIN,LICHSGFINEQN,LIC Housing Finance Limited,INE115A01026,NIFTY 500
3357,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034,NIFTY 500
3358,BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012,NIFTY 500
3359,BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY 500
3360,VIJAYA,VIJAYAEQN,Vijaya Diagnostic Centre Limited,INE043W01024,NIFTY 500
3361,ABCAPITAL,ABCAPITALEQN,Aditya Birla Capital Limited,INE674K01013,NIFTY 500
3362,ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY 500
3363,BALRAMCHIN,BALRAMCHINEQN,Balrampur Chini Mills Limited,INE119A01028,NIFTY 500
3364,HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014,NIFTY 500
3365,KARURVYSYA,KARURVYSYAEQN,Karur Vysya Bank Limited,INE036D01028,NIFTY 500
3366,RBLBANK,RBLBANKEQN,RBL Bank Limited,INE976G01028,NIFTY 500
3367,TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010,NIFTY 500
3368,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY 500
3369,TATACOMM,TATACOMMEQN,Tata Communications Limited,INE151A01013,NIFTY 500
3370,INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012,NIFTY 500
3371,HOMEFIRST,HOMEFIRSTEQN,Home First Finance Company India Limited,INE481N01025,NIFTY 500
3372,ASTRAZEN,ASTRAZENEQN,AstraZeneca Pharma India Limited,INE203A07019,NIFTY 500
3373,KEI,KEIEQN,KEI Industries Limited,INE878B01027,NIFTY 500
3374,AIAENG,AIAENGEQN,AIA Engineering Limited,INE212H01026,NIFTY 500
3375,BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035,NIFTY 500
3376,UPL,UPLEQN,UPL Limited,INE628A03016,NIFTY 500
3377,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038,NIFTY 500
3378,LLOYDSME,LLOYDSMEEQN,Lloyds Metals And Energy Limited,INE281B01032,NIFTY 500
3379,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024,NIFTY 500
3380,IDBI,IDBIEQN,IDBI Bank Limited,INE008A08267,NIFTY 500
3381,APARINDS,APARINDSEQN,Apar Industries Limited,INE372A01015,NIFTY 500
3382,INOXWIND,INOXWINDEQN,Inox Wind Limited,INE066P01011,NIFTY 500
3383,POONAWALLA,POONAWALLAEQN,Poonawalla Fincorp Limited,INE511C07698,NIFTY 500
3384,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015,NIFTY 500
3385,NUVAMA,NUVAMAEQN,Nuvama Wealth Management Limited,INE531F01015,NIFTY 500
3386,SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028,NIFTY 500
3387,CHOLAHLDNG,CHOLAHLDNGEQN,Cholamandalam Financial Holdings Limited,INE149A01033,NIFTY 500
3388,ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011,NIFTY 500
3389,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020,NIFTY 500
3390,CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025,NIFTY 500
3391,DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025,NIFTY 500
3392,RECLTD,RECLTDEQN,REC Limited,INE020B07IF7,NIFTY 500
3393,CRAFTSMAN,CRAFTSMANEQN,Craftsman Automation Limited,INE00LO01017,NIFTY 500
3394,ALKEM,ALKEMEQN,Alkem Laboratories Limited,INE540L01014,NIFTY 500
3395,NHPC,NHPCEQN,NHPC Limited,INE848E07542,NIFTY 500
3396,LUPIN,LUPINEQN,Lupin Limited,INE326A01037,NIFTY 500
3397,UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018,NIFTY 500
3398,LICI,LICIEQN,Life Insurance Corporation Of India,INE0J1Y01017,NIFTY 500
3399,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY 500
3400,UNOMINDA,UNOMINDAEQN,UNO Minda Limited,INE405E01023,NIFTY 500
3401,THERMAX,THERMAXEQN,Thermax Limited,INE152A01029,NIFTY 500
3402,SRF,SRFEQN,SRF Limited,INE647A01010,NIFTY 500
3403,SIGNATURE,SIGNATUREEQN,Signatureglobal (India) Limited,INE903U01023,NIFTY 500
3404,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010,NIFTY 500
3405,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028,NIFTY 500
3406,APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022,NIFTY 500
3407,MUTHOOTFIN,MUTHOOTFINEQN,Muthoot Finance Limited,INE414G07241,NIFTY 500
3408,MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035,NIFTY 500
3409,ASTRAL,ASTRALEQN,Astral Limited,INE006I01046,NIFTY 500
3410,UTIAMC,UTIAMCEQN,UTI Asset Management Company Limited,INE094J01016,NIFTY 500
3411,GRANULES,GRANULESEQN,Granules India Limited,INE101D01020,NIFTY 500
3412,ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY 500
3413,TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023,NIFTY 500
3414,WELSPUNLIV,WELSPUNLIVEQN,Welspun Living Limited,INE192B01031,NIFTY 500
3415,AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020,NIFTY 500
3416,IOB,IOBEQN,Indian Overseas Bank,INE565A01014,NIFTY 500
3417,MASTEK,MASTEKEQN,Mastek Limited,INE759A01021,NIFTY 500
3418,RATNAMANI,RATNAMANIEQN,Ratnamani Metals & Tubes Limited,INE703B01027,NIFTY 500
3419,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY 500
3420,TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY 500
3421,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY 500
3422,GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,NIFTY 500
3423,BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011,NIFTY 500
3424,USHAMART,USHAMARTEQN,Usha Martin Limited,INE228A01035,NIFTY 500
3425,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021,NIFTY 500
3426,BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019,NIFTY 500
3427,GRINDWELL,GRINDWELLEQN,Grindwell Norton Limited,INE536A01023,NIFTY 500
3428,TATACHEM,TATACHEMEQN,Tata Chemicals Limited,INE344201012,NIFTY 500
3429,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY 500
3430,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY 500
3431,LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY 500
3432,MOTILALOFS,MOTILALOFSEQN,Motilal Oswal Financial Services Limited,INE338I01027,NIFTY 500
3433,IPCALAB,IPCALABEQN,IPCA Laboratories Limited,INE571A01038,NIFTY 500
3434,ASTERDM,ASTERDMEQN,Aster DM Healthcare Limited,INE914M01019,NIFTY 500
3435,AFFLE,AFFLEEQN,Affle (India) Limited,INE00WC01027,NIFTY 500
3436,MAHSEAMLES,MAHSEAMLESEQN,Maharashtra Seamless Limited,INE271B01025,NIFTY 500
3437,CHAMBLFERT,CHAMBLFERTEQN,Chambal Fertilizers & Chemicals Limited,INE085A01013,NIFTY 500
3438,TATAMTRDVR,TATAMTRDVREQN,Tata Motors Limited,IN9155A01020,NIFTY 500
3439,ZEEL,ZEELEQN,Zee Entertainment Enterprises Limited,INE256A04022,NIFTY 500
3440,JAIBALAJI,JAIBALAJIBEN,Jai Balaji Industries Limited,INE091G01018,NIFTY 500
3441,SYRMA,SYRMAEQN,Syrma SGS Technology Limited,INE0DYJ01015,NIFTY 500
3442,PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014,NIFTY 500
3443,KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028,NIFTY 500
3444,CAPLIPOINT,CAPLIPOINTEQN,Caplin Point Laboratories Limited,INE475E01026,NIFTY 500
3445,MINDACORP,MINDACORPEQN,Minda Corporation Limited,INE842C01021,NIFTY 500
3446,BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY 500
3447,STLTECH,STLTECHEQN,Sterlite Technologies Limited,INE089C01029,NIFTY 500
3448,DLF,DLFEQN,DLF Limited,INE271C01023,NIFTY 500
3449,SAREGAMA,SAREGAMAEQN,Saregama India Limited,INE979A01025,NIFTY 500
3450,JKLAKSHMI,JKLAKSHMIEQN,JK Lakshmi Cement Limited,INE786A01032,NIFTY 500
3451,HINDCOPPER,HINDCOPPEREQN,Hindustan Copper Limited,INE531E01026,NIFTY 500
3452,EIHOTEL,EIHOTELEQN,EIH Limited,INE230A01023,NIFTY 500
3453,ZFCVINDIA,ZFCVINDIAEQN,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,NIFTY 500
3454,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY 500
3455,NLCINDIA,NLCINDIAEQN,NLC India Limited,INE589A01014,NIFTY 500
3456,NUVOCO,NUVOCOEQN,Nuvoco Vistas Corporation Limited,INE118D01016,NIFTY 500
3457,ESCORTS,ESCORTSEQN,Escorts Kubota Limited,INE042A01014,NIFTY 500
3458,TANLA,TANLAEQN,Tanla Platforms Limited,INE483C01032,NIFTY 500
3459,ALKYLAMINE,ALKYLAMINEEQN,Alkyl Amines Chemicals Limited,INE150B01039,NIFTY 500
3460,ABBOTINDIA,ABBOTINDIAEQN,Abbott India Limited,INE358A01014,NIFTY 500
3461,SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018,NIFTY 500
